ShareCode,TradeDateTime,LastPrice,Volume,Value,Flag
CBG,2025-10-20 12:10:01.000,49.0,700,34300.0,Sell
CBG,2025-10-20 12:10:05.000,49.25,200,9850.0,Buy
CBG,2025-10-20 12:10:31.000,49.25,500,24625.0,Buy
CBG,2025-10-20 12:10:52.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:11:22.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:12:07.000,49.25,2600,128050.0,Buy
CBG,2025-10-20 12:14:01.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:15:13.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:15:50.000,49.25,5,246.25,Odd
CBG,2025-10-20 12:16:14.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:16:18.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:17:10.000,49.25,10000,492500.0,Buy
CBG,2025-10-20 12:17:15.000,49.25,200,9850.0,Buy
CBG,2025-10-20 12:17:15.000,49.25,2200,108350.0,Buy
CBG,2025-10-20 12:17:15.000,49.25,3000,147750.0,Buy
CBG,2025-10-20 12:17:15.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:17:15.000,49.25,400,19700.0,Buy
CBG,2025-10-20 12:17:15.000,49.25,5000,246250.0,Buy
CBG,2025-10-20 12:17:15.000,49.25,900,44325.0,Buy
CBG,2025-10-20 12:17:15.000,49.25,1300,64025.0,Buy
CBG,2025-10-20 12:17:53.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:18:41.000,49.25,28600,1408550.0,Buy
CBG,2025-10-20 12:18:41.000,49.25,500,24625.0,Buy
CBG,2025-10-20 12:18:41.000,49.25,900,44325.0,Buy
CBG,2025-10-20 12:18:42.000,49.25,200,9850.0,Buy
CBG,2025-10-20 12:18:42.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:18:59.000,49.25,300,14775.0,Buy
CBG,2025-10-20 12:19:12.000,49.25,500,24625.0,Buy
CBG,2025-10-20 12:19:21.000,49.25,1000,49250.0,Buy
CBG,2025-10-20 12:19:44.000,49.25,2000,98500.0,Buy
CBG,2025-10-20 12:19:50.000,49.25,2000,98500.0,Buy
CBG,2025-10-20 12:20:06.000,49.25,200,9850.0,Buy
CBG,2025-10-20 12:21:21.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:21:45.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:21:45.000,49.25,900,44325.0,Buy
CBG,2025-10-20 12:22:12.000,49.25,3000,147750.0,Buy
CBG,2025-10-20 12:22:12.000,49.25,500,24625.0,Buy
CBG,2025-10-20 12:22:12.000,49.25,600,29550.0,Buy
CBG,2025-10-20 12:22:12.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:22:12.000,49.25,3500,172375.0,Buy
CBG,2025-10-20 12:22:12.000,49.25,700,34475.0,Buy
CBG,2025-10-20 12:22:12.000,49.25,800,39400.0,Buy
CBG,2025-10-20 12:22:12.000,49.25,1100,54175.0,Buy
CBG,2025-10-20 12:22:12.000,49.25,1000,49250.0,Buy
CBG,2025-10-20 12:22:12.000,49.25,11600,571300.0,Buy
CBG,2025-10-20 12:22:58.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:23:05.000,49.25,50,2462.5,Odd
CBG,2025-10-20 12:23:05.000,49.25,1,49.25,Odd
CBG,2025-10-20 12:23:05.000,49.25,19,935.75,Odd
CBG,2025-10-20 12:23:05.000,49.25,5,246.25,Odd
CBG,2025-10-20 12:23:05.000,49.25,10,492.5,Odd
CBG,2025-10-20 12:23:29.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:23:41.000,49.25,500,24625.0,Buy
CBG,2025-10-20 12:23:44.000,49.25,2000,98500.0,Buy
CBG,2025-10-20 12:23:56.000,49.25,5,246.25,Odd
CBG,2025-10-20 12:23:57.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:23:57.000,49.25,200,9850.0,Buy
CBG,2025-10-20 12:23:57.000,49.25,800,39400.0,Buy
CBG,2025-10-20 12:23:57.000,49.25,8900,438325.0,Buy
CBG,2025-10-20 12:24:03.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:25:27.000,49.25,1000,49250.0,Buy
CBG,2025-10-20 12:26:24.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:26:36.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:28:27.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:28:46.000,49.25,100,4925.0,Buy
CBG,2025-10-20 12:29:18.000,49.0,1300,63700.0,Sell
CBG,2025-10-20 12:29:18.000,49.0,500,24500.0,Sell
CBG,2025-10-20 12:29:18.000,49.0,800,39200.0,Sell
CBG,2025-10-20 12:29:18.000,49.0,1900,93100.0,Sell
CBG,2025-10-20 12:29:18.000,49.0,1000,49000.0,Sell
CBG,2025-10-20 13:58:03.000,49.25,8500,418625.0,OPEN2_E
CBG,2025-10-20 13:58:35.000,49.25,200,9850.0,Buy
CBG,2025-10-20 13:59:44.000,49.25,1000,49250.0,Buy
CBG,2025-10-20 14:00:06.000,49.25,1,49.25,Odd
CBG,2025-10-20 14:00:06.000,49.25,5,246.25,Odd
CBG,2025-10-20 14:00:26.000,49.0,2000,98000.0,Sell
CBG,2025-10-20 14:00:57.000,49.0,300,14700.0,Sell
CBG,2025-10-20 14:01:19.000,49.25,10000,492500.0,Buy
CBG,2025-10-20 14:01:25.000,49.0,1000,49000.0,Sell
CBG,2025-10-20 14:02:36.000,49.25,1,49.25,Odd
CBG,2025-10-20 14:02:36.000,49.25,3,147.75,Odd
CBG,2025-10-20 14:04:00.000,49.0,300,14700.0,Sell
CBG,2025-10-20 14:04:30.000,49.25,100,4925.0,Buy
CBG,2025-10-20 14:04:49.000,49.25,100,4925.0,Buy
CBG,2025-10-20 14:05:01.000,49.25,100,4925.0,Buy
CBG,2025-10-20 14:06:11.000,49.25,100,4925.0,Buy
CBG,2025-10-20 14:06:41.000,49.25,2500,123125.0,Buy
CBG,2025-10-20 14:07:46.000,49.25,200,9850.0,Buy
CBG,2025-10-20 14:07:57.000,49.25,200,9850.0,Buy
CBG,2025-10-20 14:09:20.000,49.25,100,4925.0,Buy
CBG,2025-10-20 14:09:37.000,49.25,300,14775.0,Buy
CBG,2025-10-20 14:09:47.000,49.25,2000,98500.0,Buy
CBG,2025-10-20 14:10:05.000,49.25,100,4925.0,Buy
CBG,2025-10-20 14:10:45.000,49.25,500,24625.0,Buy
CBG,2025-10-20 14:11:40.000,49.25,100,4925.0,Buy
CBG,2025-10-20 14:11:40.000,49.25,500,24625.0,Buy
CBG,2025-10-20 14:11:40.000,49.25,400,19700.0,Buy
CBG,2025-10-20 14:11:52.000,49.25,100,4925.0,Buy
CBG,2025-10-20 14:12:02.000,49.25,200,9850.0,Buy
CBG,2025-10-20 14:12:33.000,49.25,100,4925.0,Buy
CBG,2025-10-20 14:12:41.000,49.25,100,4925.0,Buy
CBG,2025-10-20 14:13:24.000,49.25,100,4925.0,Buy
CBG,2025-10-20 14:14:37.000,49.25,2800,137900.0,Buy
CBG,2025-10-20 14:15:29.000,49.25,1,49.25,Odd
CBG,2025-10-20 14:15:29.000,49.25,8,394.0,Odd
CBG,2025-10-20 14:15:29.000,49.25,4,197.0,Odd
CBG,2025-10-20 14:15:29.000,49.25,2,98.5,Odd
CBG,2025-10-20 14:15:29.000,49.25,12,591.0,Odd
CBG,2025-10-20 14:15:29.000,49.25,5,246.25,Odd
CBG,2025-10-20 14:15:29.000,49.25,20,985.0,Odd
CBG,2025-10-20 14:17:55.000,49.0,100,4900.0,Sell
CBG,2025-10-20 14:18:14.000,49.25,200,9850.0,Buy
CBG,2025-10-20 14:19:35.000,49.25,500,24625.0,Buy
CBG,2025-10-20 14:20:15.000,49.0,100,4900.0,Sell
CBG,2025-10-20 14:20:16.000,49.0,400,19600.0,Sell
CBG,2025-10-20 14:22:14.000,49.0,200,9800.0,Sell
CBG,2025-10-20 14:25:00.000,49.0,2000,98000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,1000,49000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,200,9800.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,500,24500.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,100,4900.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,2500,122500.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,300,14700.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,700,34300.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,3300,161700.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,3200,156800.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,400,19600.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,1600,78400.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,7000,343000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,3700,181300.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,1900,93100.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,2400,117600.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,7500,367500.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,4000,196000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,2000,98000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,3000,147000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,2100,102900.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,5000,245000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,3100,151900.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,4100,200900.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,3900,191100.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,8100,396900.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,8000,392000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,5100,249900.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,10000,490000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,20000,980000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,42000,2058000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,12100,592900.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,40000,1960000.0,Sell
CBG,2025-10-20 14:25:17.000,49.0,42300,2072700.0,Sell
CBG,2025-10-20 14:25:27.000,49.0,100,4900.0,Buy
CBG,2025-10-20 14:25:29.000,49.0,4,196.0,Odd
CBG,2025-10-20 14:25:29.000,49.25,1,49.25,Odd
CBG,2025-10-20 14:25:29.000,49.0,1,49.0,Odd
CBG,2025-10-20 14:25:29.000,49.25,56,2758.0,Odd
CBG,2025-10-20 14:25:29.000,49.0,35,1715.0,Odd
CBG,2025-10-20 14:25:33.000,49.0,1,49.0,Odd
CBG,2025-10-20 14:25:37.000,48.75,100,4875.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,200,9750.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,400,19500.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:26:01.000,48.75,100,4875.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,600,29250.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,2100,102375.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,1000,48750.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,300,14625.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,1200,58500.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,2800,136500.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,1400,68250.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,500,24375.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,1500,73125.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,5000,243750.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,4000,195000.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,2500,121875.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,2000,97500.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,20000,975000.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,10000,487500.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,3000,146250.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,3500,170625.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,7100,346125.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,10400,507000.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,12300,599625.0,Sell
CBG,2025-10-20 14:26:01.000,48.75,35000,1706250.0,Sell
CBG,2025-10-20 14:26:08.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:26:10.000,49.0,1,49.0,Odd
CBG,2025-10-20 14:26:10.000,49.0,14,686.0,Odd
CBG,2025-10-20 14:26:10.000,49.0,2,98.0,Odd
CBG,2025-10-20 14:26:10.000,49.0,5,245.0,Odd
CBG,2025-10-20 14:26:10.000,49.0,30,1470.0,Odd
CBG,2025-10-20 14:26:10.000,49.0,10,490.0,Odd
CBG,2025-10-20 14:26:10.000,49.0,3,147.0,Odd
CBG,2025-10-20 14:26:10.000,49.0,20,980.0,Odd
CBG,2025-10-20 14:26:10.000,49.0,40,1960.0,Odd
CBG,2025-10-20 14:26:10.000,49.0,50,2450.0,Odd
CBG,2025-10-20 14:26:12.000,49.0,2,98.0,Odd
CBG,2025-10-20 14:26:14.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:26:15.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:26:16.000,49.0,6,294.0,Odd
CBG,2025-10-20 14:26:16.000,49.0,1,49.0,Odd
CBG,2025-10-20 14:26:16.000,49.0,30,1470.0,Odd
CBG,2025-10-20 14:26:16.000,49.0,2,98.0,Odd
CBG,2025-10-20 14:26:16.000,49.0,10,490.0,Odd
CBG,2025-10-20 14:26:19.000,48.75,900,43875.0,Buy
CBG,2025-10-20 14:26:22.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:26:23.000,49.0,1,49.0,Odd
CBG,2025-10-20 14:26:24.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:26:39.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:26:49.000,48.75,1,48.75,Odd
CBG,2025-10-20 14:26:55.000,48.75,50,2437.5,Odd
CBG,2025-10-20 14:26:55.000,48.75,1,48.75,Odd
CBG,2025-10-20 14:26:55.000,48.75,5,243.75,Odd
CBG,2025-10-20 14:26:55.000,48.75,9,438.75,Odd
CBG,2025-10-20 14:26:55.000,48.75,10,487.5,Odd
CBG,2025-10-20 14:26:55.000,48.75,16,780.0,Odd
CBG,2025-10-20 14:26:57.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:27:02.000,48.75,10000,487500.0,Buy
CBG,2025-10-20 14:27:12.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:27:18.000,48.75,600,29250.0,Buy
CBG,2025-10-20 14:27:22.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:27:32.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:27:45.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:27:48.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:27:49.000,48.75,4800,234000.0,Buy
CBG,2025-10-20 14:27:49.000,48.75,5200,253500.0,Buy
CBG,2025-10-20 14:27:49.000,48.75,2000,97500.0,Buy
CBG,2025-10-20 14:27:55.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:27:56.000,48.75,3000,146250.0,Buy
CBG,2025-10-20 14:28:05.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:28:07.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:28:13.000,48.75,800,39000.0,Buy
CBG,2025-10-20 14:28:13.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:28:17.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:28:17.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:28:17.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:28:17.000,48.75,3100,151125.0,Buy
CBG,2025-10-20 14:28:17.000,48.75,800,39000.0,Buy
CBG,2025-10-20 14:28:17.000,48.75,16200,789750.0,Buy
CBG,2025-10-20 14:28:17.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:28:17.000,48.75,17600,858000.0,Buy
CBG,2025-10-20 14:28:21.000,48.75,32100,1564875.0,Sell
CBG,2025-10-20 14:28:21.000,48.75,100,4875.0,Sell
CBG,2025-10-20 14:28:21.000,48.75,2000,97500.0,Sell
CBG,2025-10-20 14:28:21.000,48.75,3100,151125.0,Sell
CBG,2025-10-20 14:28:21.000,48.75,1200,58500.0,Sell
CBG,2025-10-20 14:28:21.000,48.75,9600,468000.0,Sell
CBG,2025-10-20 14:28:27.000,48.75,4300,209625.0,Buy
CBG,2025-10-20 14:28:27.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:28:27.000,48.75,5300,258375.0,Buy
CBG,2025-10-20 14:28:28.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:28:28.000,48.75,2900,141375.0,Sell
CBG,2025-10-20 14:28:28.000,48.75,6400,312000.0,Sell
CBG,2025-10-20 14:28:28.000,48.75,100,4875.0,Sell
CBG,2025-10-20 14:28:28.000,48.75,10000,487500.0,Sell
CBG,2025-10-20 14:28:28.000,48.75,500,24375.0,Sell
CBG,2025-10-20 14:28:28.000,48.75,1100,53625.0,Buy
CBG,2025-10-20 14:28:32.000,48.75,12100,589875.0,Buy
CBG,2025-10-20 14:28:32.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:28:32.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:28:32.000,48.75,2800,136500.0,Buy
CBG,2025-10-20 14:28:40.000,48.75,100,4875.0,Sell
CBG,2025-10-20 14:28:40.000,48.75,10000,487500.0,Sell
CBG,2025-10-20 14:28:40.000,48.75,2000,97500.0,Sell
CBG,2025-10-20 14:28:40.000,48.75,4300,209625.0,Sell
CBG,2025-10-20 14:28:40.000,48.75,2300,112125.0,Sell
CBG,2025-10-20 14:28:40.000,48.75,5000,243750.0,Sell
CBG,2025-10-20 14:28:40.000,48.75,18700,911625.0,Sell
CBG,2025-10-20 14:28:43.000,48.75,1200,58500.0,Buy
CBG,2025-10-20 14:28:43.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:28:43.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:28:43.000,48.75,6900,336375.0,Buy
CBG,2025-10-20 14:28:47.000,48.75,100,4875.0,Sell
CBG,2025-10-20 14:29:00.000,48.75,1200,58500.0,Sell
CBG,2025-10-20 14:29:00.000,48.75,2400,117000.0,Sell
CBG,2025-10-20 14:29:15.000,48.75,1200,58500.0,Sell
CBG,2025-10-20 14:29:15.000,48.75,100,4875.0,Sell
CBG,2025-10-20 14:29:43.000,49.0,200,9800.0,Buy
CBG,2025-10-20 14:30:00.000,48.75,800,39000.0,Sell
CBG,2025-10-20 14:30:00.000,48.75,2900,141375.0,Sell
CBG,2025-10-20 14:30:36.000,48.75,100,4875.0,Sell
CBG,2025-10-20 14:31:00.000,48.75,2000,97500.0,Sell
CBG,2025-10-20 14:31:25.000,48.75,300,14625.0,Sell
CBG,2025-10-20 14:32:00.000,48.75,4000,195000.0,Sell
CBG,2025-10-20 14:32:02.000,48.75,500,24375.0,Sell
CBG,2025-10-20 14:32:51.000,48.75,300,14625.0,Sell
CBG,2025-10-20 14:32:58.000,48.75,400,19500.0,Sell
CBG,2025-10-20 14:32:58.000,48.75,100,4875.0,Sell
CBG,2025-10-20 14:32:58.000,48.75,800,39000.0,Sell
CBG,2025-10-20 14:32:58.000,48.75,200,9750.0,Sell
CBG,2025-10-20 14:32:58.000,48.75,1000,48750.0,Sell
CBG,2025-10-20 14:32:58.000,48.75,300,14625.0,Sell
CBG,2025-10-20 14:32:58.000,48.75,5000,243750.0,Sell
CBG,2025-10-20 14:32:58.000,48.75,2000,97500.0,Sell
CBG,2025-10-20 14:32:58.000,48.75,500,24375.0,Sell
CBG,2025-10-20 14:32:58.000,48.75,2100,102375.0,Sell
CBG,2025-10-20 14:33:07.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:33:40.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:34:18.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:34:25.000,48.75,300,14625.0,Buy
CBG,2025-10-20 14:34:44.000,49.0,1,49.0,Odd
CBG,2025-10-20 14:34:54.000,48.75,800,39000.0,Buy
CBG,2025-10-20 14:34:59.000,48.75,3000,146250.0,Buy
CBG,2025-10-20 14:35:45.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:36:02.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:36:28.000,48.75,3900,190125.0,Buy
CBG,2025-10-20 14:36:49.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:37:16.000,48.75,3000,146250.0,Buy
CBG,2025-10-20 14:37:23.000,48.75,2000,97500.0,Buy
CBG,2025-10-20 14:37:24.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:37:28.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:37:45.000,48.75,600,29250.0,Buy
CBG,2025-10-20 14:37:47.000,48.75,300,14625.0,Buy
CBG,2025-10-20 14:38:06.000,48.75,2000,97500.0,Buy
CBG,2025-10-20 14:38:18.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:38:44.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:39:32.000,48.75,7800,380250.0,Buy
CBG,2025-10-20 14:39:42.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:39:43.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:39:54.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:40:02.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:40:06.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:40:37.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:40:37.000,48.75,300,14625.0,Buy
CBG,2025-10-20 14:40:44.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:41:14.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:41:29.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:41:32.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:41:56.000,48.75,300,14625.0,Buy
CBG,2025-10-20 14:42:11.000,48.75,300,14625.0,Buy
CBG,2025-10-20 14:42:18.000,48.75,800,39000.0,Buy
CBG,2025-10-20 14:42:18.000,48.75,2200,107250.0,Buy
CBG,2025-10-20 14:42:19.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:42:32.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:42:35.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:42:35.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:42:35.000,48.75,1400,68250.0,Buy
CBG,2025-10-20 14:42:35.000,48.75,1600,78000.0,Buy
CBG,2025-10-20 14:43:13.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:43:14.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:43:38.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:43:54.000,48.75,2000,97500.0,Buy
CBG,2025-10-20 14:44:00.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:44:02.000,48.75,3000,146250.0,Buy
CBG,2025-10-20 14:44:13.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:44:18.000,48.75,3000,146250.0,Buy
CBG,2025-10-20 14:44:39.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:44:45.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:45:23.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,400,19500.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,600,29250.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,1200,58500.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,2100,102375.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,900,43875.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,700,34125.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,30000,1462500.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,4900,238875.0,Buy
CBG,2025-10-20 14:45:38.000,48.75,9700,472875.0,Buy
CBG,2025-10-20 14:45:44.000,49.0,20,980.0,Odd
CBG,2025-10-20 14:45:58.000,48.75,300,14625.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,400,19500.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,2000,97500.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,100,4875.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,1100,53625.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,1000,48750.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,4100,199875.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,300,14625.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,7000,341250.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,500,24375.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,9900,482625.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,2100,102375.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,9600,468000.0,Sell
CBG,2025-10-20 14:46:28.000,48.75,23300,1135875.0,Sell
CBG,2025-10-20 14:46:30.000,48.75,300,14625.0,Buy
CBG,2025-10-20 14:47:10.000,49.0,11,539.0,Odd
CBG,2025-10-20 14:47:10.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:47:36.000,48.75,700,34125.0,Buy
CBG,2025-10-20 14:47:55.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:47:55.000,48.75,400,19500.0,Buy
CBG,2025-10-20 14:47:55.000,48.75,300,14625.0,Buy
CBG,2025-10-20 14:48:04.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:48:12.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:48:15.000,48.75,4000,195000.0,Buy
CBG,2025-10-20 14:48:35.000,48.75,11700,570375.0,Buy
CBG,2025-10-20 14:48:38.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:49:06.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:49:13.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:50:06.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:50:09.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:50:12.000,48.75,1600,78000.0,Buy
CBG,2025-10-20 14:50:24.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:50:51.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:50:56.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:52:00.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:52:03.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:52:16.000,48.75,1900,92625.0,Buy
CBG,2025-10-20 14:52:16.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:52:16.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:52:36.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:52:47.000,48.75,500,24375.0,Buy
CBG,2025-10-20 14:53:20.000,48.75,1000,48750.0,Buy
CBG,2025-10-20 14:53:21.000,48.75,2500,121875.0,Buy
CBG,2025-10-20 14:53:23.000,48.75,200,9750.0,Buy
CBG,2025-10-20 14:53:36.000,48.75,100,4875.0,Buy
CBG,2025-10-20 14:53:38.000,48.75,100,4875.0,Buy
