Order Number,owner,Volume,Price,Side,Symbol,Timestamp
ORD00912,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 11:50:25
ORD00914,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 11:50:25
ORD00916,YokAndPun,100,36.25,Buy,TOP,2025-09-18 10:41:47
ORD00917,YokAndPun,100,11.299999999999999,Buy,TRUE,2025-09-18 11:07:34
ORD00918,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 11:51:23
ORD00920,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 11:51:37
ORD00921,YokAndPun,100,36.25,Buy,TOP,2025-09-18 10:41:50
ORD00922,YokAndPun,100,11.299999999999999,Buy,TRUE,2025-09-18 11:11:53
ORD00923,YokAndPun,100,11.299999999999999,Buy,TRUE,2025-09-18 11:13:04
ORD00924,YokAndPun,100,11.299999999999999,Buy,TRUE,2025-09-18 11:24:11
ORD00925,YokAndPun,100,2.44,Buy,AWC,2025-09-18 11:05:43
ORD00926,YokAndPun,100,2.44,Buy,AWC,2025-09-18 11:05:43
ORD00927,YokAndPun,100,50.75,Sell,TCAP,2025-09-18 15:02:50
ORD00929,YokAndPun,100,50.75,Sell,TCAP,2025-09-18 15:02:50
ORD00930,YokAndPun,100,50.75,Sell,TCAP,2025-09-18 15:02:50
ORD00932,YokAndPun,100,50.75,Sell,TCAP,2025-09-18 15:02:52
ORD00933,YokAndPun,100,10.5,Sell,TLI,2025-09-18 14:02:55
ORD00934,YokAndPun,100,10.5,Sell,TLI,2025-09-18 14:04:05
ORD00935,YokAndPun,100,3.22,Buy,BTS,2025-09-18 10:17:19
ORD00936,YokAndPun,100,3.22,Buy,BTS,2025-09-18 10:17:19
ORD00937,YokAndPun,100,10.5,Sell,TLI,2025-09-18 14:14:33
ORD00938,YokAndPun,100,10.5,Sell,TLI,2025-09-18 14:14:33
ORD00939,YokAndPun,100,10.5,Sell,TLI,2025-09-18 14:15:38
ORD00940,YokAndPun,100,25.25,Sell,COM7,2025-09-18 10:56:29
ORD00941,YokAndPun,100,25.25,Sell,COM7,2025-09-18 10:57:23
ORD00942,YokAndPun,100,25.25,Sell,COM7,2025-09-18 10:58:07
ORD00943,YokAndPun,100,25.25,Sell,COM7,2025-09-18 10:58:56
ORD00944,YokAndPun,100,25.25,Sell,COM7,2025-09-18 10:58:56
ORD00945,YokAndPun,100,25.5,Buy,COM7,2025-09-18 10:59:45
ORD00946,YokAndPun,100,10.6,Buy,TLI,2025-09-18 14:17:14
ORD00947,YokAndPun,100,10.6,Buy,TLI,2025-09-18 14:18:19
ORD00948,YokAndPun,100,57.25,Sell,CPN,2025-09-18 12:04:47
ORD00949,YokAndPun,100,10.6,Buy,TLI,2025-09-18 14:18:47
ORD00950,YokAndPun,100,25.5,Buy,COM7,2025-09-18 11:02:33
ORD00951,YokAndPun,100,25.5,Buy,COM7,2025-09-18 11:03:42
ORD00952,YokAndPun,100,10.6,Buy,TLI,2025-09-18 14:24:40
ORD00953,YokAndPun,100,2.44,Sell,AWC,2025-09-18 11:07:54
ORD00955,YokAndPun,100,2.44,Sell,AWC,2025-09-18 11:07:54
ORD00957,YokAndPun,100,10.6,Buy,TLI,2025-09-18 14:27:55
ORD00958,YokAndPun,100,7.8,Sell,HMPRO,2025-09-18 11:07:09
ORD00960,YokAndPun,100,7.8,Sell,HMPRO,2025-09-18 11:07:09
ORD00961,YokAndPun,100,7.8,Sell,HMPRO,2025-09-18 11:07:09
ORD00962,YokAndPun,100,2.44,Buy,AWC,2025-09-18 11:08:50
ORD00963,YokAndPun,100,25.5,Buy,COM7,2025-09-18 11:13:33
ORD00964,YokAndPun,100,25.5,Buy,COM7,2025-09-18 11:15:46
ORD00965,YokAndPun,100,2.44,Sell,AWC,2025-09-18 11:09:25
ORD00967,YokAndPun,100,2.44,Sell,AWC,2025-09-18 11:09:25
ORD00968,YokAndPun,100,31.5,Sell,BCP,2025-09-18 15:34:25
ORD00970,YokAndPun,100,31.5,Sell,BCP,2025-09-18 15:34:25
ORD00972,YokAndPun,100,31.5,Sell,BCP,2025-09-18 15:34:25
ORD00973,YokAndPun,100,31.5,Sell,BCP,2025-09-18 15:34:38
ORD00975,YokAndPun,100,31.5,Sell,BCP,2025-09-18 15:35:42
ORD00976,YokAndPun,100,7.85,Buy,HMPRO,2025-09-18 11:08:27
ORD00977,YokAndPun,100,2.44,Sell,AWC,2025-09-18 11:13:36
ORD00978,YokAndPun,100,7.75,Buy,HMPRO,2025-09-18 11:09:20
ORD00979,YokAndPun,100,31.75,Buy,BCP,2025-09-18 16:03:41
ORD00980,YokAndPun,100,10.6,Sell,TLI,2025-09-18 14:36:37
ORD00982,YokAndPun,100,10.6,Sell,TLI,2025-09-18 14:36:37
ORD00984,YokAndPun,100,10.6,Sell,TLI,2025-09-18 14:36:37
ORD00985,YokAndPun,100,7.8,Sell,HMPRO,2025-09-18 11:13:50
ORD00986,YokAndPun,100,39.25,Buy,AOT,2025-09-18 10:33:32
ORD00987,YokAndPun,100,10.6,Sell,TLI,2025-09-18 14:40:34
ORD00989,YokAndPun,100,10.6,Sell,TLI,2025-09-18 14:40:34
ORD00990,YokAndPun,100,31.75,Buy,BCP,2025-09-18 16:13:53
ORD00991,YokAndPun,100,31.75,Buy,BCP,2025-09-18 16:13:53
ORD00992,YokAndPun,100,36.5,Sell,TOP,2025-09-18 11:00:24
ORD00994,YokAndPun,100,36.5,Sell,TOP,2025-09-18 11:00:24
ORD00996,YokAndPun,100,36.5,Sell,TOP,2025-09-18 11:00:24
ORD00997,YokAndPun,100,36.5,Sell,TOP,2025-09-18 11:00:24
ORD00999,YokAndPun,100,36.5,Sell,TOP,2025-09-18 11:00:24
ORD01000,YokAndPun,100,39.5,Sell,GPSC,2025-09-18 10:52:10
ORD01002,YokAndPun,100,39.5,Sell,GPSC,2025-09-18 10:52:10
ORD01003,YokAndPun,100,39.5,Sell,GPSC,2025-09-18 10:52:10
ORD01005,YokAndPun,100,39.5,Sell,GPSC,2025-09-18 10:52:10
ORD01006,YokAndPun,100,31.75,Buy,BCP,2025-09-18 16:17:44
ORD01007,YokAndPun,100,39.5,Sell,GPSC,2025-09-18 10:52:10
ORD01008,YokAndPun,100,31.75,Buy,BCP,2025-09-18 16:18:25
ORD01009,YokAndPun,100,36.75,Buy,TOP,2025-09-18 11:02:48
ORD01010,YokAndPun,100,7.8,Sell,HMPRO,2025-09-18 11:14:06
ORD01011,YokAndPun,100,36.75,Buy,TOP,2025-09-18 11:06:22
ORD01012,YokAndPun,100,2.46,Buy,AWC,2025-09-18 11:56:53
ORD01013,YokAndPun,100,10.6,Buy,TLI,2025-09-18 15:00:04
ORD01014,YokAndPun,100,10.6,Buy,TLI,2025-09-18 15:02:04
ORD01015,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 13:59:06
ORD01016,YokAndPun,100,30.25,Buy,KTC,2025-09-18 10:37:18
ORD01017,YokAndPun,100,39.5,Sell,AOT,2025-09-18 10:40:11
ORD01018,YokAndPun,100,36.75,Buy,TOP,2025-09-18 11:07:06
ORD01019,YokAndPun,100,6.1,Buy,CCET,2025-09-18 14:02:33
ORD01020,YokAndPun,100,6.1,Buy,CCET,2025-09-18 14:02:33
ORD01021,YokAndPun,100,30.25,Buy,KTC,2025-09-18 10:37:43
ORD01022,YokAndPun,100,30.25,Buy,KTC,2025-09-18 10:37:48
ORD01023,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 14:03:11
ORD01025,YokAndPun,100,36.75,Buy,TOP,2025-09-18 11:08:00
ORD01026,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 14:03:22
ORD01028,YokAndPun,100,20.5,Buy,TIDLOR,2025-09-18 15:14:32
ORD01029,YokAndPun,100,10.6,Buy,TLI,2025-09-18 15:23:36
ORD01030,YokAndPun,100,10.6,Buy,TLI,2025-09-18 15:25:36
ORD01031,YokAndPun,100,5.0,Sell,BANPU,2025-09-18 10:34:40
ORD01032,YokAndPun,100,4.9399999999999995,Buy,BANPU,2025-09-18 10:34:40
ORD01033,YokAndPun,100,6.1,Buy,CCET,2025-09-18 14:03:49
ORD01034,YokAndPun,100,7.85,Buy,HMPRO,2025-09-18 11:56:35
ORD01035,YokAndPun,100,40.0,Buy,GPSC,2025-09-18 11:12:13
ORD01036,YokAndPun,100,30.25,Sell,KTC,2025-09-18 10:38:47
ORD01038,YokAndPun,100,30.25,Sell,KTC,2025-09-18 10:38:47
ORD01039,YokAndPun,100,2.46,Buy,AWC,2025-09-18 12:18:10
ORD01040,YokAndPun,100,2.46,Buy,AWC,2025-09-18 12:18:10
ORD01041,YokAndPun,100,7.85,Buy,HMPRO,2025-09-18 12:00:11
ORD01042,YokAndPun,100,30.25,Sell,KTC,2025-09-18 10:39:00
ORD01043,YokAndPun,100,10.6,Buy,TLI,2025-09-18 15:37:43
ORD01044,YokAndPun,100,39.5,Buy,AOT,2025-09-18 10:55:07
ORD01045,YokAndPun,100,20.400000000000002,Buy,TIDLOR,2025-09-18 15:46:03
ORD01046,YokAndPun,100,20.400000000000002,Buy,TIDLOR,2025-09-18 15:46:03
ORD01047,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 14:11:19
ORD01049,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 14:11:47
ORD01050,YokAndPun,100,30.25,Buy,KTC,2025-09-18 10:40:09
ORD01051,YokAndPun,100,39.5,Buy,AOT,2025-09-18 11:00:39
ORD01052,YokAndPun,100,2.46,Buy,AWC,2025-09-18 14:03:13
ORD01053,YokAndPun,100,2.46,Buy,AWC,2025-09-18 14:05:36
ORD01054,YokAndPun,100,7.8,Buy,HMPRO,2025-09-18 12:03:27
ORD01055,YokAndPun,100,20.400000000000002,Buy,TIDLOR,2025-09-18 16:05:46
ORD01056,YokAndPun,100,30.25,Buy,KTC,2025-09-18 10:43:04
ORD01057,YokAndPun,100,30.25,Sell,KTC,2025-09-18 10:43:06
ORD01059,YokAndPun,100,30.25,Buy,KTC,2025-09-18 10:45:08
ORD01060,YokAndPun,100,30.25,Buy,KTC,2025-09-18 10:45:19
ORD01061,YokAndPun,100,30.25,Buy,KTC,2025-09-18 10:45:31
ORD01062,YokAndPun,100,19.0,Sell,SCGP,2025-09-18 16:05:32
ORD01064,YokAndPun,100,19.0,Sell,SCGP,2025-09-18 16:05:32
ORD01065,YokAndPun,100,19.0,Sell,SCGP,2025-09-18 16:07:28
ORD01067,YokAndPun,100,19.0,Sell,SCGP,2025-09-18 16:07:38
ORD01068,YokAndPun,100,7.75,Buy,HMPRO,2025-09-18 14:01:21
ORD01069,YokAndPun,100,7.75,Buy,HMPRO,2025-09-18 14:02:30
ORD01070,YokAndPun,100,30.25,Sell,KTC,2025-09-18 10:48:38
ORD01072,YokAndPun,100,30.25,Sell,KTC,2025-09-18 10:48:38
ORD01074,YokAndPun,100,30.25,Sell,KTC,2025-09-18 10:49:41
ORD01076,YokAndPun,100,30.25,Sell,KTC,2025-09-18 10:49:41
ORD01077,YokAndPun,100,39.5,Sell,AOT,2025-09-18 11:20:22
ORD01078,YokAndPun,100,39.5,Sell,AOT,2025-09-18 11:20:22
ORD01079,YokAndPun,100,39.5,Sell,AOT,2025-09-18 11:20:22
ORD01080,YokAndPun,100,39.75,Buy,GPSC,2025-09-18 14:01:17
ORD01081,YokAndPun,100,13.6,Sell,OR,2025-09-18 12:06:52
ORD01082,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 14:27:18
ORD01083,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 14:28:52
ORD01084,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 14:33:30
ORD01085,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 14:33:41
ORD01086,YokAndPun,100,36.75,Buy,TOP,2025-09-18 14:03:07
ORD01087,YokAndPun,100,39.75,Buy,AOT,2025-09-18 11:29:00
ORD01088,YokAndPun,100,30.25,Buy,KTC,2025-09-18 10:51:24
ORD01089,YokAndPun,100,30.25,Buy,KTC,2025-09-18 10:51:24
ORD01090,YokAndPun,100,13.799999999999999,Buy,OR,2025-09-18 12:07:25
ORD01091,YokAndPun,100,30.25,Sell,KTC,2025-09-18 10:52:02
ORD01093,YokAndPun,100,39.75,Buy,GPSC,2025-09-18 14:46:56
ORD01094,YokAndPun,100,39.75,Buy,GPSC,2025-09-18 14:46:56
ORD01095,YokAndPun,100,6.1,Buy,CCET,2025-09-18 14:36:01
ORD01096,YokAndPun,100,39.75,Buy,GPSC,2025-09-18 14:46:59
ORD01097,YokAndPun,100,30.25,Sell,KTC,2025-09-18 10:56:47
ORD01098,YokAndPun,100,2.46,Sell,AWC,2025-09-18 16:05:59
ORD01100,YokAndPun,100,2.46,Sell,AWC,2025-09-18 16:05:59
ORD01102,YokAndPun,100,2.46,Sell,AWC,2025-09-18 16:05:59
ORD01103,YokAndPun,100,2.46,Sell,AWC,2025-09-18 16:06:07
ORD01105,YokAndPun,100,2.46,Sell,AWC,2025-09-18 16:06:12
ORD01106,YokAndPun,100,2.48,Buy,AWC,2025-09-18 16:07:31
ORD01107,YokAndPun,100,2.48,Buy,AWC,2025-09-18 16:07:32
ORD01108,YokAndPun,100,30.25,Buy,KTC,2025-09-18 11:04:05
ORD01109,YokAndPun,100,30.25,Buy,KTC,2025-09-18 11:04:05
ORD01110,YokAndPun,100,13.5,Sell,OR,2025-09-18 12:08:06
ORD01111,YokAndPun,100,13.5,Sell,OR,2025-09-18 12:08:06
ORD01112,YokAndPun,100,13.5,Sell,OR,2025-09-18 12:08:06
ORD01113,YokAndPun,100,13.5,Sell,OR,2025-09-18 12:08:06
ORD01114,YokAndPun,100,30.25,Sell,KTC,2025-09-18 11:04:23
ORD01116,YokAndPun,100,30.25,Sell,KTC,2025-09-18 11:04:33
ORD01117,YokAndPun,100,2.48,Buy,AWC,2025-09-18 16:08:18
ORD01118,YokAndPun,100,2.48,Buy,AWC,2025-09-18 16:10:28
ORD01119,YokAndPun,100,2.48,Buy,AWC,2025-09-18 16:10:38
ORD01120,YokAndPun,100,4.960000000000001,Sell,BANPU,2025-09-18 10:54:01
ORD01121,YokAndPun,100,10.6,Sell,TLI,2025-09-18 16:09:01
ORD01123,YokAndPun,100,10.6,Sell,TLI,2025-09-18 16:09:01
ORD01125,YokAndPun,100,10.6,Sell,TLI,2025-09-18 16:09:01
ORD01126,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 14:53:01
ORD01127,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 14:53:58
ORD01128,YokAndPun,100,10.6,Buy,TLI,2025-09-18 16:10:26
ORD01129,YokAndPun,100,39.75,Buy,AOT,2025-09-18 11:47:51
ORD01130,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 14:54:56
ORD01131,YokAndPun,100,10.6,Buy,TLI,2025-09-18 16:11:33
ORD01132,YokAndPun,100,10.6,Buy,TLI,2025-09-18 16:11:33
ORD01133,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 15:00:28
ORD01134,YokAndPun,100,6.1000000000000005,Sell,CCET,2025-09-18 15:00:28
ORD01135,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 15:01:58
ORD01136,YokAndPun,100,39.75,Buy,AOT,2025-09-18 11:52:34
ORD01137,YokAndPun,100,24.1,Buy,MINT,2025-09-18 14:01:33
ORD01138,YokAndPun,100,13.799999999999999,Buy,OR,2025-09-18 12:09:01
ORD01139,YokAndPun,100,10.6,Sell,TLI,2025-09-18 16:16:48
ORD01141,YokAndPun,100,10.6,Sell,TLI,2025-09-18 16:16:48
ORD01143,YokAndPun,100,10.6,Sell,TLI,2025-09-18 16:16:48
ORD01144,YokAndPun,100,10.6,Sell,TLI,2025-09-18 16:16:55
ORD01146,YokAndPun,100,10.6,Sell,TLI,2025-09-18 16:17:02
ORD01147,YokAndPun,100,1.89,Sell,VGI,2025-09-18 16:24:56
ORD01148,YokAndPun,100,1.89,Sell,VGI,2025-09-18 16:24:56
ORD01149,YokAndPun,100,1.89,Sell,VGI,2025-09-18 16:24:56
ORD01150,YokAndPun,100,25.5,Sell,KTB,2025-09-18 15:57:13
ORD01152,YokAndPun,100,25.5,Sell,KTB,2025-09-18 15:57:13
ORD01154,YokAndPun,100,25.5,Sell,KTB,2025-09-18 15:57:13
ORD01155,YokAndPun,100,13.799999999999999,Buy,OR,2025-09-18 12:24:52
ORD01156,YokAndPun,100,25.5,Buy,KTB,2025-09-18 15:58:27
ORD01157,YokAndPun,100,25.5,Buy,KTB,2025-09-18 15:59:04
ORD01158,YokAndPun,100,25.5,Buy,KTB,2025-09-18 16:00:36
ORD01159,YokAndPun,100,10.7,Buy,TLI,2025-09-18 16:22:18
ORD01160,YokAndPun,100,10.7,Buy,TLI,2025-09-18 16:23:22
ORD01161,YokAndPun,100,30.5,Buy,KTC,2025-09-18 11:52:41
ORD01162,YokAndPun,100,10.7,Buy,TLI,2025-09-18 16:25:18
ORD01163,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 15:45:54
ORD01164,YokAndPun,100,10.7,Buy,TLI,2025-09-18 16:25:40
ORD01165,YokAndPun,100,10.7,Buy,TLI,2025-09-18 16:25:52
ORD01166,YokAndPun,100,45.75,Sell,GULF,2025-09-18 12:12:52
ORD01167,YokAndPun,100,45.75,Sell,GULF,2025-09-18 12:13:00
ORD01168,YokAndPun,100,30.5,Buy,KTC,2025-09-18 11:58:13
ORD01169,YokAndPun,100,30.5,Buy,KTC,2025-09-18 11:58:18
ORD01170,YokAndPun,100,30.5,Buy,KTC,2025-09-18 11:58:32
ORD01171,YokAndPun,100,30.5,Buy,KTC,2025-09-18 12:00:08
ORD01172,YokAndPun,100,13.799999999999999,Buy,OR,2025-09-18 14:07:22
ORD01173,YokAndPun,100,40.0,Sell,GPSC,2025-09-18 16:01:51
ORD01175,YokAndPun,100,40.0,Sell,GPSC,2025-09-18 16:01:51
ORD01177,YokAndPun,100,40.0,Sell,GPSC,2025-09-18 16:01:57
ORD01179,YokAndPun,100,40.0,Sell,GPSC,2025-09-18 16:01:57
ORD01180,YokAndPun,100,40.0,Sell,GPSC,2025-09-18 16:02:16
ORD01181,YokAndPun,100,40.0,Buy,GPSC,2025-09-18 16:14:09
ORD01182,YokAndPun,100,3.74,Buy,WHA,2025-09-18 14:30:35
ORD01183,YokAndPun,100,3.74,Buy,WHA,2025-09-18 14:30:44
ORD01184,YokAndPun,100,3.2399999999999998,Sell,BTS,2025-09-18 10:59:40
ORD01186,YokAndPun,100,3.2399999999999998,Sell,BTS,2025-09-18 10:59:40
ORD01187,YokAndPun,100,4.4399999999999995,Buy,LH,2025-09-18 12:29:30
ORD01188,YokAndPun,100,13.799999999999999,Buy,OR,2025-09-18 14:54:23
ORD01189,YokAndPun,100,6.15,Sell,CCET,2025-09-18 16:16:23
ORD01191,YokAndPun,100,6.15,Sell,CCET,2025-09-18 16:17:06
ORD01192,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 16:25:45
ORD01193,YokAndPun,100,48.75,Sell,CPALL,2025-09-18 15:51:18
ORD01195,YokAndPun,100,48.75,Sell,CPALL,2025-09-18 15:51:18
ORD01196,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 16:25:47
ORD01197,YokAndPun,100,48.75,Sell,CPALL,2025-09-18 15:51:30
ORD01199,YokAndPun,100,48.75,Sell,CPALL,2025-09-18 15:51:30
ORD01200,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 16:28:12
ORD01201,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 16:29:03
ORD01202,YokAndPun,100,6.1499999999999995,Buy,CCET,2025-09-18 16:29:28
ORD01203,YokAndPun,100,3.76,Sell,WHA,2025-09-18 15:41:02
ORD01205,YokAndPun,100,4.42,Buy,LH,2025-09-18 14:49:00
ORD01206,YokAndPun,100,4.44,Sell,LH,2025-09-18 14:51:53
ORD01207,YokAndPun,100,4.42,Buy,LH,2025-09-18 14:52:14
ORD01208,YokAndPun,100,4.44,Sell,LH,2025-09-18 14:52:50
ORD01210,YokAndPun,100,4.44,Sell,LH,2025-09-18 14:53:37
ORD01212,YokAndPun,100,4.42,Buy,LH,2025-09-18 14:53:42
ORD01213,YokAndPun,100,24.0,Buy,MINT,2025-09-18 15:51:27
ORD01214,YokAndPun,100,30.5,Sell,KTC,2025-09-18 15:50:14
ORD01216,YokAndPun,100,30.5,Sell,KTC,2025-09-18 15:50:14
ORD01218,YokAndPun,100,30.5,Sell,KTC,2025-09-18 15:50:14
ORD01219,YokAndPun,100,30.5,Sell,KTC,2025-09-18 15:50:31
ORD01221,YokAndPun,100,30.5,Sell,KTC,2025-09-18 15:50:36
ORD01222,YokAndPun,100,30.75,Buy,KTC,2025-09-18 15:52:30
ORD01223,YokAndPun,100,30.75,Buy,KTC,2025-09-18 15:54:11
ORD01224,YokAndPun,100,30.75,Buy,KTC,2025-09-18 15:54:35
ORD01225,YokAndPun,100,30.75,Buy,KTC,2025-09-18 15:56:29
ORD01226,YokAndPun,100,30.75,Buy,KTC,2025-09-18 15:57:06
ORD01227,YokAndPun,100,21.1,Buy,BDMS,2025-09-18 15:38:09
ORD01228,YokAndPun,100,3.76,Sell,WHA,2025-09-18 16:08:22
ORD01230,YokAndPun,100,3.76,Sell,WHA,2025-09-18 16:08:27
ORD01232,YokAndPun,100,3.76,Sell,WHA,2025-09-18 16:08:27
ORD01234,YokAndPun,100,3.76,Sell,WHA,2025-09-18 16:08:32
ORD01235,YokAndPun,100,4.44,Sell,LH,2025-09-18 15:43:15
ORD01237,YokAndPun,100,4.44,Sell,LH,2025-09-18 15:58:27
ORD01238,YokAndPun,100,7.6000000000000005,Sell,HMPRO,2025-09-19 09:58:55
ORD01239,YokAndPun,100,7.6000000000000005,Sell,HMPRO,2025-09-19 09:58:55
ORD01240,YokAndPun,100,26.75,Sell,PTTGC,2025-09-19 09:59:19
ORD01241,YokAndPun,100,26.75,Sell,PTTGC,2025-09-19 09:59:19
ORD01242,YokAndPun,100,26.75,Sell,PTTGC,2025-09-19 09:59:19
ORD01243,YokAndPun,100,26.75,Sell,PTTGC,2025-09-19 09:59:19
ORD01244,YokAndPun,100,26.75,Sell,PTTGC,2025-09-19 09:59:19
ORD01245,YokAndPun,100,27.25,Buy,PTTGC,2025-09-19 09:59:19
ORD01247,YokAndPun,100,7.55,Sell,HMPRO,2025-09-19 10:01:01
ORD01246,YokAndPun,100,7.6499999999999995,Buy,HMPRO,2025-09-19 10:01:01
ORD01248,YokAndPun,100,22.1,Buy,CRC,2025-09-19 09:58:56
ORD01249,YokAndPun,100,27.25,Buy,PTTGC,2025-09-19 10:00:49
ORD01250,YokAndPun,100,40.5,Buy,CPN,2025-09-19 10:00:28
ORD01251,YokAndPun,100,7.6499999999999995,Buy,HMPRO,2025-09-19 10:01:01
ORD01252,YokAndPun,100,25.5,Sell,KTB,2025-09-19 10:01:22
ORD01254,YokAndPun,100,25.5,Sell,KTB,2025-09-19 10:01:22
ORD01256,YokAndPun,100,25.5,Sell,KTB,2025-09-19 10:01:22
ORD01257,YokAndPun,100,56.5,Sell,CPN,2025-09-19 10:00:38
ORD01258,YokAndPun,100,25.5,Buy,KTB,2025-09-19 10:01:22
ORD01259,YokAndPun,100,25.5,Buy,KTB,2025-09-19 10:01:35
ORD01260,YokAndPun,100,27.25,Buy,PTTGC,2025-09-19 10:01:13
ORD01261,YokAndPun,100,27.25,Buy,PTTGC,2025-09-19 10:01:26
ORD01262,YokAndPun,100,163.5,Buy,DELTA,2025-09-19 09:59:19
ORD01263,YokAndPun,100,18.5,Buy,OSP,2025-09-19 10:00:41
ORD01264,YokAndPun,100,18.5,Buy,OSP,2025-09-19 10:00:41
ORD01265,YokAndPun,100,18.5,Buy,OSP,2025-09-19 10:00:41
ORD01266,YokAndPun,100,20.900000000000002,Buy,BDMS,2025-09-19 10:00:08
ORD01267,YokAndPun,100,42.75,Sell,MTC,2025-09-19 09:59:01
ORD01268,YokAndPun,100,25.5,Buy,KTB,2025-09-19 10:04:06
ORD01269,YokAndPun,100,42.25,Buy,MTC,2025-09-19 10:00:10
ORD01270,YokAndPun,100,42.5,Sell,MTC,2025-09-19 10:00:16
ORD01271,YokAndPun,100,3.24,Buy,BTS,2025-09-19 10:00:53
ORD01272,YokAndPun,100,20.5,Sell,TIDLOR,2025-09-19 10:08:00
ORD01274,YokAndPun,100,20.5,Sell,TIDLOR,2025-09-19 10:08:00
ORD01275,YokAndPun,100,20.5,Sell,TIDLOR,2025-09-19 10:08:00
ORD01277,YokAndPun,100,20.5,Sell,TIDLOR,2025-09-19 10:08:05
ORD01278,YokAndPun,100,7.6499999999999995,Buy,HMPRO,2025-09-19 10:03:00
ORD01279,YokAndPun,100,27.25,Buy,PTTGC,2025-09-19 10:08:42
ORD01280,YokAndPun,100,39.75,Buy,GPSC,2025-09-19 10:01:13
ORD01281,YokAndPun,100,45.5,Buy,GULF,2025-09-19 10:01:52
ORD01282,YokAndPun,100,59.0,Sell,KKP,2025-09-19 10:13:29
ORD01284,YokAndPun,100,59.0,Sell,KKP,2025-09-19 10:13:29
ORD01285,YokAndPun,100,59.0,Sell,KKP,2025-09-19 10:13:29
ORD01287,YokAndPun,100,59.0,Sell,KKP,2025-09-19 10:13:29
ORD01288,YokAndPun,100,59.0,Sell,KKP,2025-09-19 10:14:27
ORD01289,YokAndPun,100,115.5,Buy,PTTEP,2025-09-19 10:01:53
ORD01290,YokAndPun,100,39.75,Buy,GPSC,2025-09-19 10:02:37
ORD01291,YokAndPun,100,58.75,Buy,KKP,2025-09-19 10:16:40
ORD01292,YokAndPun,100,58.75,Buy,KKP,2025-09-19 10:16:40
ORD01293,YokAndPun,100,58.5,Buy,KKP,2025-09-19 10:16:49
ORD01294,YokAndPun,100,20.6,Buy,TIDLOR,2025-09-19 10:08:21
ORD01295,YokAndPun,100,58.5,Buy,KKP,2025-09-19 10:16:49
ORD01296,YokAndPun,100,20.6,Buy,TIDLOR,2025-09-19 10:08:26
ORD01297,YokAndPun,100,20.7,Sell,TIDLOR,2025-09-19 10:08:26
ORD01299,YokAndPun,100,20.7,Sell,TIDLOR,2025-09-19 10:08:26
ORD01301,YokAndPun,100,19.7,Sell,BJC,2025-09-19 10:07:37
ORD01302,YokAndPun,100,19.7,Sell,BJC,2025-09-19 10:07:37
ORD01300,YokAndPun,100,19.900000000000002,Buy,BJC,2025-09-19 10:07:37
ORD01303,YokAndPun,100,58.75,Sell,KKP,2025-09-19 10:16:59
ORD01305,YokAndPun,100,58.75,Sell,KKP,2025-09-19 10:16:59
ORD01307,YokAndPun,100,58.75,Sell,KKP,2025-09-19 10:19:35
ORD01309,YokAndPun,100,59.0,Sell,KKP,2025-09-19 10:19:51
ORD01310,YokAndPun,100,42.0,Buy,MTC,2025-09-19 10:04:20
ORD01311,YokAndPun,100,42.5,Sell,MTC,2025-09-19 10:04:24
ORD01312,YokAndPun,100,18.599999999999998,Sell,OSP,2025-09-19 10:07:31
ORD01314,YokAndPun,100,18.599999999999998,Sell,OSP,2025-09-19 10:07:31
ORD01315,YokAndPun,100,18.599999999999998,Sell,OSP,2025-09-19 10:08:29
ORD01316,YokAndPun,100,5.3,Sell,BEM,2025-09-19 10:34:28
ORD01318,YokAndPun,100,5.3,Sell,BEM,2025-09-19 10:34:28
ORD01320,YokAndPun,100,5.3,Sell,BEM,2025-09-19 10:34:28
ORD01321,YokAndPun,100,5.3,Buy,BEM,2025-09-19 10:35:38
ORD01322,YokAndPun,100,20.700000000000003,Buy,TIDLOR,2025-09-19 10:08:35
ORD01323,YokAndPun,100,20.799999999999997,Sell,TIDLOR,2025-09-19 10:08:35
